Company	Sales	Employees	Capital	Intangibles	Cost of Goods	Labor Exp.	Ad. Exp.	Research
8.100000000e+001	1.082492700e+003	1.790000000e+001	5.133600000e+001	5.217800000e+001	3.107820000e+002	3.158997000e+002	1.149660000e+002	6.569100000e+001
8.200000000e+001	8.483799000e+002	1.710000000e+001	4.129900000e+001	1.194900000e+001	3.860066000e+002	1.600000000e+001	4.061500000e+001	6.169400000e+001
8.300000000e+001	1.112038600e+003	1.658900000e+001	7.457900000e+001	4.466100000e+001	3.787710000e+002	7.300000000e+000	9.121500000e+001	7.731300000e+001
8.400000000e+001	1.515881600e+003	3.700000000e+001	1.080460000e+002	5.232900000e+001	7.585320000e+002	4.699229000e+002	7.459500000e+001	6.183000000e+001
8.500000000e+001	1.328550800e+003	1.992000000e+001	4.468100000e+001	6.285000000e+000	5.662200000e+002	3.237090000e+002	3.695600000e+001	1.155890000e+002
8.600000000e+001	2.878495600e+003	5.800000000e+001	1.822670000e+002	3.481426000e+002	1.247233900e+003	1.150000000e+000	3.916277000e+002	8.539700000e+001
8.700000000e+001	4.312050700e+003	5.660000000e+001	1.692950000e+002	6.699700000e+001	2.672326200e+003	6.460000000e+000	2.603870000e+002	3.765400000e+001
8.800000000e+001	5.432500000e+001	3.738600000e+001	1.066000000e+000	2.813000000e+000	2.659600000e+001	4.767000000e+000	7.520000000e-001	4.466100000e+001
8.900000000e+001	1.229470000e+002	5.717200000e+001	1.374800000e+001	7.562000000e+000	9.467200000e+001	1.765800000e+001	1.459000000e+000	3.867000000e+000
9.000000000e+001	2.014705600e+003	3.100000000e+001	7.479100000e+001		7.004778000e+002	5.036768000e+002	4.509000000e+001	2.114600000e+001
9.100000000e+001	9.698328000e+002	1.851700000e+001	4.083400000e+001	5.427100000e+001	4.485286000e+002	9.445000000e+000	9.126900000e+001	8.567000000e+000
9.200000000e+001	4.536700000e+001	8.350000000e+000	1.643000000e+000	7.067000000e+000	1.573100000e+001	2.123000000e+000	5.182000000e+000	5.232900000e+001
9.300000000e+001	2.551320000e+002	3.300000000e+000	1.064200000e+001	2.025200000e+001	1.316750000e+002	1.222200000e+001	4.256700000e+001	6.285000000e+000
9.400000000e+001	1.710470000e+003	3.170000000e+001	9.156400000e+001	5.475400000e+001	7.525889000e+002	5.302456000e+002	2.399010000e+002	4.206000000e+001
9.500000000e+001	3.658809000e+002	3.480000000e+000	2.001400000e+001	6.730000000e+000	1.775500000e+002	2.587400000e+001	1.671000000e+001	2.379100000e+001
9.600000000e+001	3.326500000e+001	2.087000000e+000	1.512000000e+000	4.484000000e+000	1.971000000e+001	1.971000000e+001	1.155000000e+000	2.889000000e+000
9.700000000e+001	5.374600000e+001	5.250000000e-001	2.087000000e+000	4.228100000e+001	1.618200000e+001	1.618000000e+001	7.677000000e+000	1.971000000e+001
9.800000000e+001	5.287600000e+001	1.142000000e+000	2.419000000e+000	1.216000000e+000	2.715000000e+001	2.715000000e+001	6.469000000e+000	1.618200000e+001
9.900000000e+001	9.663000000e+000	2.419000000e+000	1.274600000e+001	7.967000000e+000	5.696000000e+000	5.695000000e+000	4.570000000e-001	2.715000000e+001
1.000000000e+002	1.451668700e+003	2.900000000e+001	8.668200000e+001	9.726900000e+001	5.058267000e+002	3.612000000e+001	1.377250000e+002	3.076200000e+001
1.010000000e+002	3.213638000e+002	4.911000000e+000	1.311800000e+001	1.108400000e+001	2.680159000e+002	5.726000000e+001	1.111000000e+000	1.340000000e+001
1.020000000e+002	1.564580000e+002	2.350000000e+000	4.567000000e+000	3.862000000e+000	1.141930000e+002	6.480000000e+000	4.767000000e+000	5.696000000e+000
1.030000000e+002	5.218700000e+001	8.650000000e-001	1.510000000e+000	2.064900000e+001	3.651300000e+001	5.932500000e+001	1.801500000e+001	1.936000000e+000
1.040000000e+002	4.472100000e+002	7.767000000e+000	1.274600000e+001	4.179400000e+001	2.803218000e+002	2.681200000e+001	9.440000000e+000	5.058267000e+002
1.050000000e+002	8.681700000e+001	1.100000000e+000	1.281000000e+000	1.938500000e+001	5.726000000e+001	2.669500000e+001	2.123000000e+000	1.342000000e+000
1.060000000e+002	1.132349900e+003	1.801500000e+001	1.685700000e+001	1.697000000e+000	7.850718000e+002	3.692400000e+001	2.587400000e+001	6.712000000e+000
1.070000000e+002	2.174120000e+002	3.200000000e+000	4.484000000e+000	1.054400000e+001	1.426020000e+002	5.757900000e+001	3.252000000e+000	3.700000000e+000
1.080000000e+002	7.764000000e+000	8.668200000e+001	1.281000000e+000	7.221000000e+000	6.480000000e+000	9.528000000e+000	2.085800000e+001	2.680159000e+002
1.090000000e+002	1.581876000e+003	2.085800000e+001	1.422810000e+002	5.882000000e+000	1.280167000e+003	3.590999000e+002	1.100000000e+000	1.224900000e+001
1.100000000e+002	2.014650000e+002	1.100000000e+000	7.967000000e+000	1.337000000e+000	1.692630000e+002	5.757000000e+001	7.400000000e+000	1.141930000e+002
1.110000000e+002	1.989010000e+002	9.110000000e-001	9.747000000e+000	4.290000000e-001	1.641940000e+002	7.396700000e+001	1.840000000e+000	3.651300000e+001
1.120000000e+002	1.497007600e+003	7.400000000e+000	1.319400000e+002	6.021000000e+000	1.098296900e+003	9.940800000e+001	5.100000000e+000	2.803280000e+002
1.130000000e+002	1.532290000e+002	1.840000000e+000	1.108400000e+001	3.439000000e+000	5.923500000e+001	9.280000000e+000	8.350000000e+000	4.507000000e+000
1.140000000e+002	3.679246000e+002	5.100000000e+000	2.064900000e+001	1.121100000e+001	2.301690000e+002	7.396700000e+001	1.211000000e+000	1.139400000e+001
1.150000000e+002	4.944136000e+002	8.350000000e+000	1.938500000e+001	3.149000000e+000	3.429849000e+002	6.469000000e+000	3.803000000e+000	2.100000000e+000
1.160000000e+002	5.245500000e+001	1.212000000e+000	7.221000000e+000	7.062000000e+000	2.681200000e+001	4.767000000e+000	4.051000000e+000	5.726000000e+001
1.170000000e+002	3.738600000e+001	8.200000000e-001	1.337000000e+000	4.437300000e+001	2.669500000e+001	9.440000000e+000	5.600000000e+000	7.850718000e+002
1.180000000e+002	5.771200000e+001	1.311900000e+001	3.439000000e+000	7.160000000e-001	3.692400000e+001	2.123000000e+000	7.562000000e+000	9.510000000e-001
1.190000000e+002	5.864766000e+002	3.803000000e+000	4.437300000e+001	3.427800000e+001	3.913706000e+002	2.587400000e+001	2.810000000e+000	2.057200000e+001
1.200000000e+002	4.762078000e+002	1.051000000e+000	3.427800000e+001	3.023600000e+001	2.447830000e+002	9.990800000e+001	5.882000000e+000	1.600000000e+001
1.210000000e+002	1.535700000e+001	4.567100000e+000	1.685700000e+001	5.328300000e+001	9.528000000e+000	2.900000000e+001	6.020000000e+000	1.426020000e+002
1.220000000e+002	3.936016000e+002	5.600000000e+000	3.023600000e+001	2.889000000e+000	2.653079000e+002	9.280000000e+000	1.121100000e+001	7.300000000e+000
1.230000000e+002	4.701121000e+003	7.562000000e+000	3.532830000e+002	4.868200000e+001	3.707684600e+003	4.911000000e+000	3.149000000e+000	6.480000000e+000
1.240000000e+002	1.167834000e+003	2.810000000e+000	4.869200000e+001	8.458000000e+000	1.017603800e+003	2.350000000e+000	7.062000000e+000	5.923500000e+001
1.250000000e+002	1.229839800e+004	5.070000000e+001	1.221800800e+003	1.040000000e+001	9.285710900e+003	1.016500000e+003	1.311600000e+001	6.460000000e+001
1.260000000e+002	4.394727000e+002	1.902000000e+000	6.511000000e+001	3.986500000e+001	2.638108000e+002	5.114800000e+001	2.734600000e+001	3.127300000e+001
1.270000000e+002	2.912700300e+004	1.087000000e+002	1.897000500e+003	9.904000000e+000	2.003200000e+004	7.877000000e+001	1.650000000e+001	8.600000000e+001
1.280000000e+002	1.993662400e+003	8.000000000e+000	4.341900000e+001	4.578200000e+001	1.755566200e+003	3.573000000e+000	3.113700000e+001	4.307500000e+001
1.290000000e+002	4.660894500e+003	1.810000000e+001	6.361238000e+002	2.849000000e+001	3.675689500e+003	4.407996000e+002	3.400000000e+000	1.160000000e+001
1.300000000e+002	9.764578000e+002	8.828000000e+000	1.485900000e+001	5.529400000e+001	8.793516000e+002	9.180000000e+001	1.534400000e+001	9.020000000e+001
1.310000000e+002	3.834932400e+003	6.661000000e+000	3.167156000e+002	6.826900000e+001	3.557473400e+003	7.405000000e+000	2.825000000e+000	6.988200000e+001
1.320000000e+002	9.535738200e+003	4.278000000e+001	1.107383800e+003	7.570000000e+001	7.075187500e+003	9.710000000e+002	6.548000000e+000	2.977300000e+001
1.330000000e+002	6.577776000e+002	1.264000000e+000	5.614600000e+001	3.688600000e+001	5.650176000e+002	1.447000000e+001	2.700300000e+001	4.212000000e+000
1.340000000e+002	1.004570000e+002	4.307500000e+001	4.406800000e+001	7.161000000e+000	7.278300000e+001	2.203100000e+001	4.961100000e+001	8.315800000e+001
1.350000000e+002	6.033451100e+004	1.300000000e+002	4.186929600e+003	4.061500000e+001	4.599900700e+004	3.405000000e+003	3.260000000e+001	2.900000000e+002
1.360000000e+002	2.150000000e+003	9.021100000e+001	3.117000000e+002	9.121500000e+001	1.460799600e+003	5.740300000e+001	1.304000000e+000	2.510000000e+001
1.370000000e+002	1.806900000e+004	5.830000000e+001	1.680000000e+003	7.459000000e+001	1.344200000e+004	1.345000000e+003	2.540000000e+001	8.882500000e+001
1.380000000e+002	1.097380000e+002	6.988700000e+001	3.225600000e+001	3.695600000e+001	9.701300000e+001	2.520000000e+000	4.903000000e+000	6.730000000e+000
1.390000000e+002	5.927710000e+002	3.252000000e+000	1.237680000e+002	3.877000000e+000	4.203206000e+002	6.733000000e+001	2.870000000e+001	1.459000000e+000
1.400000000e+002	4.642394500e+003	1.432800000e+001	3.535999000e+002	3.356200000e+001	4.085098900e+003	3.240000000e+002	4.070000000e+001	2.500000000e+001
1.410000000e+002	2.072441200e+003	1.114800000e+001	2.701846000e+002	4.211600000e+001	1.640811800e+003	1.240000000e+000	5.550000000e+000	4.981000000e+000
1.420000000e+002	4.509382800e+003	1.335400000e+001	5.022720000e+002	1.650000000e+000	2.838084500e+003	2.364540000e+002	2.037000000e+000	1.280000000e+001
1.430000000e+002	3.473600300e+004	2.077000000e+002	1.760710000e+003	2.720000000e+000	2.605390600e+004	2.094000000e+001	3.700000000e+000	1.671600000e+001
1.440000000e+002	1.191033700e+003	4.207000000e+000	2.556150000e+002	1.900000000e+000	8.656477000e+002	8.267300000e+001	2.670000000e-001	9.984300000e+001
1.450000000e+002	3.127300000e+002	4.212000000e+000	7.650000000e+001	6.420000000e+000	4.524130000e+002	1.700500000e+001	1.790000000e+001	5.217800000e+001
1.460000000e+002	1.553107700e+003	9.150000000e+000	3.439539000e+002	2.364100000e+001	9.888760000e+002	1.856600000e+002	1.258400000e+001	9.758000000e+000
1.470000000e+002	6.997773400e+003	3.000800000e+001	9.561719000e+002	1.123300000e+001	4.886812500e+003	7.205000000e+002	1.710000000e+001	5.824600000e+001
1.480000000e+002	5.131880000e+002	5.142000000e+000	4.198000000e+001	4.198000000e+001	3.753599000e+002	2.502000000e+001	1.133300000e+001	1.194900000e+001
1.490000000e+002	2.808500300e+004	9.480000000e+001	2.913000000e+003	3.256000000e+001	2.063200000e+004	2.344000000e+003	8.900000000e+001	2.310000000e+002
1.500000000e+002	1.106289800e+004	3.497400000e+001	1.774390400e+003	4.302500000e+001	8.259765600e+003	1.051000000e+003	1.658900000e+001	1.140000000e+002
1.510000000e+002	2.323240600e+004	3.757500000e+001	1.049672900e+003	9.021100000e+001	1.996460500e+004	9.940000000e+002	3.700000000e+001	8.973700000e+001
1.520000000e+002	1.496150000e+004	4.701100000e+001	1.744036400e+003	6.988700000e+001	1.004600000e+004	1.126731000e+003	1.992000000e+001	8.032500000e+001
1.530000000e+002	5.197707000e+003	2.414500000e+001	7.622510000e+002	4.212000000e+000	3.336756600e+003	4.319976000e+002	7.713000000e+000	1.505200000e+001
1.540000000e+002	7.428234300e+003	3.372100000e+001	6.011216000e+002	6.731000000e+000	5.714308500e+003	9.732000000e+000	5.800000000e+001	2.100000000e+001
1.550000000e+002	2.860750300e+004	6.784100000e+001	1.344377700e+003	1.040000000e+001	2.478760500e+004	1.572799600e+003	5.660000000e+001	5.200000000e+001
1.560000000e+002	8.761000000e+001	6.731000000e+000	1.271200000e+001	3.986500000e+001	7.455100000e+001	3.155800000e+001	3.100000000e+001	4.466100000e+001
1.570000000e+002	1.165673600e+003	3.531000000e+000	2.667800000e+001	9.904000000e+000	1.035712900e+003	6.600000000e+000	1.851700000e+001	2.449000000e+000
1.580000000e+002	5.673650000e+002	1.542000000e+000	9.749100000e+001	2.894000000e+001	4.805110000e+002	2.352300000e+001	3.300000000e+000	5.232900000e+001
1.590000000e+002	5.954941400e+003	1.629700000e+001	7.320000000e+002	5.592400000e+001	4.540460900e+003	4.448997000e+002	3.170000000e+001	1.850000000e+001
1.600000000e+002	3.680940000e+002	2.315000000e+000	1.508600000e+001	2.716000000e+000	3.194939000e+002	1.060500000e+001	3.480000000e+000	6.285000000e+000
1.610000000e+002	7.517327000e+002	6.255000000e+000	5.110600000e+001	1.353800000e+001	6.068318000e+002	3.523000000e+000	6.800000000e+000	9.900000000e+000
1.620000000e+002	8.954087000e+002	1.090000000e+001	1.455140000e+002	9.384000000e+000	6.819656000e+002	2.632500000e+001	3.900000000e+001	3.060000000e+001
1.640000000e+002	1.306086700e+003	1.939700000e+001	7.877000000e+001	2.749000000e+000	1.021485600e+003	4.352998000e+002	2.330000000e+001	1.328300000e+001
1.650000000e+002	1.404440000e+002	1.919000000e+000	3.573000000e+000	5.586000000e+001	1.223210000e+002	2.733500000e+001	3.500000000e+001	2.910000000e+001
1.660000000e+002	4.357281200e+003	5.214000000e+001	1.104470000e+002	1.208300000e+001	3.540961200e+003	1.235000000e+003	3.900000000e+000	5.586000000e+001
1.670000000e+002	2.639048000e+002	3.700000000e+000	7.405000000e+000	2.720800000e+001	2.033440000e+002	2.808000000e+000	8.378000000e+000	3.250000000e+000
1.680000000e+002	6.184894500e+003	9.450000000e+001	3.982000000e+002	6.960800000e+001	5.224000000e+003	2.550000000e+003	5.091200000e+001	3.710000000e+001
1.690000000e+002	2.576509000e+002	3.364000000e+000	1.447300000e+001	7.570000000e+000	1.904190000e+002	8.371000000e+000	5.500000000e+000	6.960800000e+001
1.700000000e+002	5.051500000e+001	5.253500000e+001	2.910000000e+001	2.900000000e+001	1.805600000e+001	4.359200000e+001	3.960000000e+001	2.900000000e+001
1.710000000e+002	4.196470000e+002	4.302000000e+000	2.203100000e+001	2.000000000e+001	3.415906000e+002	1.356000000e+002	2.260000000e+001	2.000000000e+001
1.720000000e+002	1.227449000e+003	2.000000000e+001	5.740300000e+001	4.288000000e+000	9.999752000e+003	2.789200000e+001	2.800000000e+001	9.000000000e+000
